"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"LTRX","Lantronix, Inc.","1.66","24202408.24","n/a","2000","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/ltrx",
"LPSB","LaPorte Bancorp, Inc.","10.25","63603812.5","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/lpsb",
"LCNB","LCNB Corporation","18.97","144663702.4","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/lcnb",
"LBIX","Leading Brands Inc","4.59","13450907.79","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/lbix",
"LFVN","Lifevantage Corporation","2.31","262240543.95","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/lfvn",
"LTBR","Lightbridge Corporation","1.7","21345880","n/a","n/a","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/ltbr",
"LPTH","LightPath Technologies, Inc.","1.07","13862628.96","n/a","1996","Technology","Semiconductors","http://www.nasdaq.com/symbol/lpth",
"LIWA","Lihua International, Inc.","5.6","166996681.6","n/a","2009","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/liwa",
"LIME","Lime Energy Co.","0.74","17736959.36","n/a","n/a","Basic Industries","Engineering & Construction","http://www.nasdaq.com/symbol/lime",
"LIVE","LiveDeal, Inc.","2.9","10157606.7","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/live",
"LOCM","Local Corporation","1.66","37976693.16","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/locm",
"LOOK","LookSmart, Ltd.","0.6801","11769693.6228","n/a","1999","Technology","EDP Services","http://www.nasdaq.com/symbol/look",
"LPTN","Lpath, Inc.","5.04","66166380","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/lptn",
"LRAD","LRAD Corporation","0.96","31103231.04","n/a","n/a","Consumer Non-Durables","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/lrad",
"LUNA","Luna Innovations Incorporated","1.21","16956978.72","n/a","2006","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/luna",
"MFNC","Mackinac Financial Corporation","8.95","49742838.05","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/mfnc",
"MCBK","Madison County Financial, Inc.","18.52","59135360.08","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/mcbk",
"MPET","Magellan Petroleum Corporation","1.03","45982272.49","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/mpet",
"MNGA","MagneGas Corporation","1.14","22931121.66","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/mnga",
"COOL","Majesco Entertainment Company","0.675","28188440.775","n/a","1998","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cool",
"MAMS","MAM Software Group, Inc.","4.5","62449573.5","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mams",
"LOAN","Manhattan Bridge Capital, Inc","1.5144","6473469.384","n/a","1997","Finance","Finance Companies","http://www.nasdaq.com/symbol/loan",
"MNTX","Manitex International, Inc.","10.57","129967441.03","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/mntx",
"MARPS","Marine Petroleum Trust","16.73","33460000","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/marps",
"MASC","Material Sciences Corporation","9.83","100247529.43","n/a","n/a","Capital Goods","Industrial Specialties","http://www.nasdaq.com/symbol/masc",
"MZOR","Mazor Robotics Ltd.","11.44","11.44","1","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/mzor",
"MEAD","Meade Instruments Corp.","3.421","4464911.308","n/a","1997","Capital Goods","Electronic Components","http://www.nasdaq.com/symbol/mead",
"MEIP","MEI Pharma, Inc.","8.49","145319687.79","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/meip",
"MELA","MELA Sciences, Inc","1.1","47340858.4","n/a","2005","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/mela",
"MTSL","MER Telemanagement Solutions Ltd.","1.969","9097384.483","n/a","1997","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/mtsl",
"MSLI","Merus Labs International Inc.","0.634","19472345.052","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/msli",
"MEIL","METHES ENERGIES INTERNATIONAL LTD","2.98","20794943.62","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/meil",
"MEILW","METHES ENERGIES INTERNATIONAL LTD","0.5","0","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/meilw",
"MEILZ","METHES ENERGIES INTERNATIONAL LTD","0.26","0","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/meilz",
"MGCD","MGC Diagnostics Corporation","6.75","26335847.25","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/mgcd",
"MICT","Micronet Enertec Technologies, Inc.","4.9","27382405.4","n/a","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/mict",
"MICTW","Micronet Enertec Technologies, Inc.","1.16","0","n/a","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/mictw",
"MBRG","Middleburg Financial Corporation","18.98","133839121.26","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/mbrg",
"MDXG","MiMedx Group, Inc","7.24","694638317.56","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/mdxg",
"MITK","Mitek Systems, Inc.","5.99","161993793.61","n/a","n/a","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/mitk",
"MNRK","Monarch Financial Holdings, Inc.","11","114378803","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/mnrk",
"MBND","Multiband Corporation","3.21","70009031.07","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/mbnd",
"NASB","NASB Financial Inc.","24.92","196060940.88","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/nasb",
"NKSH","National Bankshares, Inc.","33.63","233660365.62","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/nksh",
"NATR","Nature&#39;s Sunshine Products, Inc.","15.52","246360879.36","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/natr",
"NBTF","NB&T FINANCIAL GROUP INC","20","68354940","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/nbtf",
"NEO","NeoGenomics, Inc.","3.55","172899334.9","n/a","n/a","Health Care","Precision Instruments","http://www.nasdaq.com/symbol/neo",
"NEON","Neonode Inc.","5.3","180624810.9","n/a","1997","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/neon",
"NEPT","Neptune Technologies & Bioresources Inc","2.95","177323703.5","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/nept",
"NETE","Net Element International, Inc.","4.95","140103112.05","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/nete",
"NTWK","NetSol Technologies Inc.","10.1","90188182.3","n/a","1994","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ntwk",
"NURO","NeuroMetrix, Inc.","1.95","4407380.25","n/a","2004","n/a","n/a","http://www.nasdaq.com/symbol/nuro",
"NYMT","New York Mortgage Trust, Inc.","6.85","436555500.5","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/nymt",
"NEWT","Newtek Business Services Inc.","2.14","79108678.08","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/newt",
"NFEC","NF Energy Saving Corporation","0.75","4094360.25","n/a","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/nfec",
"NSYS","Nortech Systems Incorporated","3.3","9051873.6","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/nsys",
"NWBO","Northwest Biotherapeutics, Inc.","3.65","109884498.3","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/nwbo",
"NWBOW","Northwest Biotherapeutics, Inc.","2.4","0","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/nwbow",
"NVGN","Novogen Limited","3.8","6967402.6","1833527","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/nvgn",
"NVEEU","NV5 Holdings, Inc.","7.06","29712461.84","n/a","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/nveeu",
"NVEC","NVE Corporation","51.63","251047570.68","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/nvec",
"NYMX","Nymox Pharmaceutical Corporation","5.23","177748458.83","n/a","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/nymx",
"BKOR","Oak Ridge Financial Services, Inc.","4.45","8058709.7","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bkor",
"OVLY","Oak Valley Bancorp (CA)","7.7457","61305124.161","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ovly",
"OBAF","OBA Financial Services, Inc.","18.8","77872044","n/a","2010","Finance","Savings Institutions","http://www.nasdaq.com/symbol/obaf",
"OBCI","Ocean Bio-Chem, Inc.","2.869","24094966.565","n/a","n/a","Consumer Durables","Specialty Chemicals","http://www.nasdaq.com/symbol/obci",
"OFED","Oconee Federal Financial Corp.","15.5","93192122.5","n/a","2011","Finance","Savings Institutions","http://www.nasdaq.com/symbol/ofed",
"OCLS","Oculus Innovative Sciences, Inc.","3.69","19699249.5","n/a","2007","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/ocls",
"OCZ","OCZ Technology Group Inc","1.54","104183017.4","n/a","n/a","Technology","Electronic Components","http://www.nasdaq.com/symbol/ocz",
"OMEX","Odyssey Marine Exploration, Inc.","3.32","261851484.28","n/a","n/a","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/omex",
"OLBK","Old Line Bancshares, Inc.","12.76","124593744","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/olbk",
"OPOF","Old Point Financial Corporation","12.99","64417526.91","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/opof",
"OGXI","OncoGenex Pharmaceuticals Inc.","10.45","153305627.75","n/a","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/ogxi",
"ONCY","Oncolytics Biotech, Inc.","2.61","221220514.98","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/oncy",
"ONVI","Onvia, Inc.","4.61","33772670.99","n/a","2000","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/onvi",
"OPXA","Opexa Therapeutics, Inc.","1.8","14526234","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/opxa",
"OPHC","OptimumBank Holdings, Inc.","0.4017","12665644.7853","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ophc",
"ORMP","Oramed Pharmaceuticals Inc.","9.17","66231572.12","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ormp",
"ORBT","Orbit International Corporation","3.4001","15657076.2887","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/orbt",
"OSH","Orchard Supply Hardware Stores Corporation","1.81","10919351.71","n/a","n/a","Consumer Services","RETAIL: Building Materials","http://www.nasdaq.com/symbol/osh",
"ORRF","Orrstown Financial Services Inc","15.5","125410314","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/orrf",
"OVRL","Overland Storage, Inc.","1.12","33525569.28","n/a","1997","Technology","Electronic Components","http://www.nasdaq.com/symbol/ovrl",
"OXGN","OXiGENE, Inc.","3.2","7278249.6","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/oxgn",
"OXBT","Oxygen Biotherapeutics, Inc.","3.79","146293268.53","n/a","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/oxbt",
"PEIX","Pacific Ethanol, Inc.","4.55","49419743.1","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/peix",
"PLMT","Palmetto Bancshares, Inc. (SC)","13.9","177398082.8","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/plmt",
"PAMT","Parametric Sound Corp.","17.65","117832176.6","n/a","n/a","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/pamt",
"PKBK","Parke Bancorp, Inc.","7.7","45601571.4","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/pkbk",
"PRKR","ParkerVision, Inc.","4.44","392441308.08","n/a","1993","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/prkr",
"PBHC","Pathfinder Bancorp, Inc.","13.15","34429093.3","n/a","n/a","Finance","Banks","http://www.nasdaq.com/symbol/pbhc",
"PLCC","Paulson Capital Corp.","0.76","4382908.6","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/plcc",
"PRLS","Peerless Systems Corporation","3.47","10504720.59","n/a","1996","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/prls",
"PEOP","Peoples Federal Bancshares, Inc.","18.26","120128961.04","n/a","2000","Finance","Banks","http://www.nasdaq.com/symbol/peop",
"PFBX","Peoples Financial Corporation","13.05","67001127.3","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/pfbx",
"PPHM","Peregrine Pharmaceuticals Inc.","1.66","227603858.28","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/pphm",
"PERF","Perfumania Holdings, Inc","5.85","89818770.6","n/a","1983","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/perf",
"PESI","Perma-Fix Environmental Services, Inc.","0.65","36617140.95","n/a","n/a","Basic Industries","Environmental Services","http://www.nasdaq.com/symbol/pesi",
"PFSW","PFSweb, Inc.","4.39","70737615.28","n/a","1999","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/pfsw",
"PCYC","Pharmacyclics, Inc.","90.25","6568669360","n/a","1995","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/pcyc",
"ANTP","PHAZAR CORP","1.2105","2820872.9385","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/antp",
"PME","Pingtan Marine Enterprise Ltd.","10.1","798456035.3","n/a","n/a","Basic Industries","Military/Government/Technical","http://www.nasdaq.com/symbol/pme",
"PZZI","Pizza Inn Holdings, Inc.","5.051","40513661.869","n/a","n/a","Consumer Non-Durables","Food Distributors","http://www.nasdaq.com/symbol/pzzi",
"PLPM","Planet Payment, Inc.","2.86","153585881.02","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/plpm",
"PLUG","Plug Power, Inc.","0.3721","23827946.3005","n/a","1999","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/plug",
"PLBC","Plumas Bancorp","5.755","27487830.945","n/a","n/a","Finance","Finance Companies","http://www.nasdaq.com/symbol/plbc",
"PSTI","Pluristem Therapeutics, Inc.","3.14","184124952.8","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/psti",
"PBSK","Poage Bankshares, Inc.","15.03","48931968.6","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/pbsk",
"PTSX","Point.360","1","10513166","n/a","n/a","Consumer Services","Movies/Entertainment","http://www.nasdaq.com/symbol/ptsx",
"PNTR","Pointer Telocation Ltd.","3.25","18055563.5","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/pntr",
"PCOM","Points International, Ltd.","16.37","248735503.78","n/a","1995","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/pcom",
"PTEK","PokerTek, Inc.","1.18","10720887.64","n/a","1996","Consumer Durables","Miscellaneous manufacturing industries","http://www.nasdaq.com/symbol/ptek",
"PBCP","Polonia Bancorp, Inc.","9.09","31917498.84","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/pbcp",
"POPE","Pope Resources","67.6","300313743.6","n/a","n/a","Consumer Non-Durables","Environmental Services","http://www.nasdaq.com/symbol/pope",
"PSIX","Power Solutions International, Inc.","37.15","342397470.15","n/a","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/psix",
"PRAN","Prana Biotechnology Ltd","2.25","39438166.5","17528074","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/pran",
"PACQ","Prime Acquisition Corp.","9.89","48411381.87","n/a","n/a","Finance","Business Services","http://www.nasdaq.com/symbol/pacq",
"PACQU","Prime Acquisition Corp.","10.0101","48999269.3283","n/a","n/a","Finance","Business Services","http://www.nasdaq.com/symbol/pacqu",
"PACQW","Prime Acquisition Corp.","0.35","0","n/a","n/a","Finance","Business Services","http://www.nasdaq.com/symbol/pacqw",
"PNRG","PrimeEnergy Corporation","32.9","80206120.4","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/pnrg",
"PDEX","Pro-Dex, Inc.","1.9125","6427308.15","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/pdex",
"IPDN","Professional Diversity Network, Inc.","5","31586135","n/a","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/ipdn",
"PGRX","Prospect Global Resources Inc.","0.22","15971057.96","n/a","n/a","Basic Industries","Homebuilding","http://www.nasdaq.com/symbol/pgrx",
"PSBH","PSB Holdings, Inc.","5.6","36632741.6","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/psbh",
"PMD","Psychemedics Corporation","11.25","59561448.75","n/a","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/pmd",
"PCYO","Pure Cycle Corporation","6.53","156965501.88","n/a","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/pcyo",
"PVFC","PVF Capital Corp.","3.83","101696783.55","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/pvfc",
"QKLS","QKL Stores, Inc.","4.15","6317652.9","n/a","n/a","Consumer Services","Food Chains","http://www.nasdaq.com/symbol/qkls",
"QTWW","Quantum Fuel Systems Technologies Worldwide, Inc.","0.6219","35302628.0097","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/qtww",
"RADA","Rada Electronics Industries Limited","1.5","13377970.5","n/a","1994","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/rada",
"RDCM","Radcom Ltd.","3.11","20058815.8","n/a","1997","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/rdcm",
"ROIA","Radio One, Inc.","2.3101","6262704.201","n/a","1999","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/roia",
"ROIAK","Radio One, Inc.","2.34","94352527.62","n/a","n/a","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/roiak",
"RMKR","Rainmaker Systems, Inc.","0.4416","18788024.352","n/a","1999","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/rmkr",
"RAND","Rand Capital Corporation","2.9001","19167155.3136","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rand",
"RLOG","Rand Logistics, Inc.","5.68","100705411.68","n/a","n/a","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/rlog",
"RDI","Reading International Inc","6.13","142836080.15","n/a","n/a","Consumer Services","Movies/Entertainment","http://www.nasdaq.com/symbol/rdi",
"RDIB","Reading International Inc","6.499","146114449.895","n/a","n/a","Consumer Services","Movies/Entertainment","http://www.nasdaq.com/symbol/rdib",
"RSOL","Real Goods Solar, Inc.","3.05","81723880.75","n/a","2008","Capital Goods","Building Products","http://www.nasdaq.com/symbol/rsol",
"RCON","Recon Technology, Ltd.","2.02","7982658.22","n/a","2009","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/rcon",
"RDHL","Redhill Biopharma Ltd.","11.3","6802611.3","602001","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rdhl",
"MARK","Remark Media, Inc.","3.41","24179737.12","n/a","n/a","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/mark",
"REMY","Remy International, Inc.","17.55","561770392.95","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/remy",
"RPRX","Repros Therapeutics Inc.","17.51","326456194.86","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/rprx",
"RPRXW","Repros Therapeutics Inc.","14.72","0","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/rprxw",
"RPRXZ","Repros Therapeutics Inc.","15.729","0","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/rprxz",
"REFR","Research Frontiers Incorporated","3.68","84331229.6","n/a","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/refr",
"RGDX","Response Genetics, Inc.","1.56","51164295","n/a","2007","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/rgdx",
"RVLT","Revolution Lighting Technologies, Inc.","3.78","288868699.98","n/a","n/a","Basic Industries","Telecommunications Equipment","http://www.nasdaq.com/symbol/rvlt",
"RITT","RIT Technologies Ltd.","4.0399","35207558.8242","n/a","1997","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/ritt",
"RIVR","River Valley Bancorp.","22.37","34111386.64","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/rivr",
"RLJE","RLJ Entertainment, Inc.","3.72","49764471.12","n/a","n/a","Consumer Services","Movies/Entertainment","http://www.nasdaq.com/symbol/rlje",
"ROSG","Rosetta Genomics Ltd.","3.77","34293985.96","n/a","2007","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rosg",
"ROYL","Royale Energy, Inc.","2.9","37831848.5","n/a","1970","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/royl",
"SANW","S&W Seed Company","8.37","96963127.11","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/sanw",
"SANWZ","S&W Seed Company","1.06","0","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/sanwz",
"SAL","Salisbury Bancorp, Inc.","25.76","44031336.16","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/sal",
"SPNS","Sapiens International Corporation N.V.","5.32","207919974.64","n/a","1992","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/spns",
"RMGN","SCG Financial Acquisition Corp","12","75426996","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/rmgn",
"SMIT","Schmitt Industries, Inc.","2.99","8942820.9","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/smit",
"SHIP","Seanergy Maritime Holdings Corp","1.59","19015258.38","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/ship",
"SHOS","Sears Hometown and Outlet Stores, Inc.","53.04","1225224000","n/a","n/a","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/shos",
"SLTC","Selectica, Inc.","8.5","24116327.5","n/a","1980","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/sltc",
"SEV","Sevcon, Inc.","4.59","15964887.51","n/a","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/sev",
"SVBI","Severn Bancorp Inc","4.804","48360325.916","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/svbi",
"SGOC","SGOCO Group, Ltd","1.16","20259812.96","n/a","2010","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/sgoc",
"SMED","Sharps Compliance Corp","2.98","45681784.84","n/a","n/a","Basic Industries","Environmental Services","http://www.nasdaq.com/symbol/smed",
"VALV","Shengkai Innovations, Inc.","0.62","10661661.98","n/a","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/valv",
"SIEB","Siebert Financial Corp.","1.65","36441669","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/sieb",
"SGMA","SigmaTron International, Inc.","4.2","16507688.4","n/a","1972","Technology","Electrical Products","http://www.nasdaq.com/symbol/sgma",
"SLP","Simulations Plus, Inc.","4.3","68891628.7","n/a","1985","Technology","EDP Services","http://www.nasdaq.com/symbol/slp",
"SCOK","SinoCoking Coal and Coke Chemical Industries, Inc","1.52","32104485.44","n/a","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/scok",
"SINO","Sino-Global Shipping America, Ltd.","1.59","4617107.19","n/a","n/a","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/sino",
"SKBI","Skystar Bio-Pharmaceutical Company","1.32","10038336","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/skbi",
"SPRO","SmartPros Ltd.","1.6","7489505.6","n/a","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/spro",
"SOFO","Sonic Foundry, Inc.","8.53","33463309.42","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/sofo",
"SFBC","Sound Financial Bancorp, Inc.","13.09","33870950.96","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/sfbc",
"SPBC","SP Bancorp, Inc.","18.82","30841275","n/a","2010","Finance","Savings Institutions","http://www.nasdaq.com/symbol/spbc",
"SBSA","Spanish Broadcasting System, Inc.","4.16","27070551.04","n/a","1999","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/sbsa",
"SGRP","SPAR Group, Inc.","1.86","38081719.98","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/sgrp",
"SPEX","Spherix Incorporated","6.0001","4923190.0518","n/a","n/a","Health Care","Precision Instruments","http://www.nasdaq.com/symbol/spex",
"SPIR","Spire Corporation","0.5899","5431724.8726","n/a","1983","Technology","Semiconductors","http://www.nasdaq.com/symbol/spir",
"STND","Standard Financial Corp.","18.85","60743672.6","n/a","2010","Finance","Major Banks","http://www.nasdaq.com/symbol/stnd",
"STBZ","State Bank Financial Corporation.","15.5","494739307.5","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/stbz",
