公司代码,公司简称,公司全称,英文名称,注册地址,A股代码,A股简称,A股上市日期,A股总股本,A股流通股本,B股代码,B股 简 称,B股上市日期,B股总股本,B股流通股本,地 区,省 份,城 市,所属行业,公司网址
2645,华宏科技,江苏华宏科技股份有限公司,"Jiangsu Huahong Technology Stock Co.,Ltd.",江苏省江阴市周庄镇澄杨路1118号,2645,华宏科技,2011-12-20,120006000,32976000,,,,0,0,华东,江苏,无锡市,C 制造业,www.hhyyjx.net
2646,青青稞酒,青海互助青稞酒股份有限公司,"Qinghai Huzhu Barley Wine Co.,Ltd.",青海省互助县威远镇西大街6号,2646,青青稞酒,2011-12-22,450000000,157500000,,,,0,0,西北,青海,海东地区,C 制造业,www.qkj.com.cn
2647,宏磊股份,浙江宏磊铜业股份有限公司,"ZHEJIANG HONGLEI COPPER CO.,LTD.",浙江省诸暨市大唐镇开元东路,2647,宏磊股份,2011-12-28,168910000,59190800,,,,0,0,华东,浙江,绍兴市,C 制造业,www.chinahonglei.com
2648,卫星石化,浙江卫星石化股份有限公司,"ZHEJIANG SATELLITE PETROCHEMICAL CO.,LTD.",浙江省嘉兴市嘉兴工业园区步焦路,2648,卫星石化,2011-12-28,400000000,100000000,,,,0,0,华东,浙江,嘉兴市,C 制造业,www.satlpec.com
2649,博彦科技,博彦科技股份有限公司,BEYONDSOFT CORPORATION,北京市海淀区东北旺西路8号中关村软件园9号楼三区A座,2649,博彦科技,2012-01-06,150000000,39449775,,,,0,0,华北,北京,北京市,I 信息技术,www.beyondsoft.com
2650,加加食品,加加食品集团股份有限公司,"Jiajia Food Group Co.,Ltd.",湖南省长沙市宁乡县经济技术开发区站前路,2650,加加食品,2012-01-06,192000000,93496800,,,,0,0,华中,湖南,长沙市,C 制造业,www.jiajiagroup.com
2651,利君股份,成都利君实业股份有限公司,"Chengdu Leejun Industrial CO.,LTD.",四川省成都市武侯区武科东二路5号,2651,利君股份,2012-01-06,401000000,61400001,,,,0,0,西南,四川,成都市,C 制造业,www.cdleejun.com
2652,扬子新材,苏州扬子江新型材料股份有限公司,"SUZHOU YANGTZE NEW MATERIALS CO.,LTD.",江苏省苏州市相城区潘阳工业园春丰路88号,2652,扬子新材,2012-01-19,160020000,41328000,,,,0,0,华东,江苏,苏州市,C 制造业,www.yzjnm.com
2653,海思科,西藏海思科药业集团股份有限公司,"Xizang Haisco Pharmaceutical Group CO.,LTD",西藏自治区山南地区泽当镇香曲东路8号,2653,海思科,2012-01-17,800200000,126424000,,,,0,0,西南,西藏,山南地区,C 制造业,www.haisco.com
2654,万润科技,深圳万润科技股份有限公司,"SHENZHEN MASON TECHNOLOGIES CO.,LTD.",广东省深圳市光明新区光明办事处圳美公常路北侧雅盛科技工业园厂房B栋,2654,万润科技,2012-02-17,176000000,44000000,,,,0,0,华南,广东,深圳市,C 制造业,www.mason-led.com
2655,共达电声,山东共达电声股份有限公司,"SHAN DONG GETTOP ACCOUSTIC CO.,LTD.",山东省潍坊市坊子区凤山路68号,2655,共达电声,2012-02-17,120000000,66540000,,,,0,0,华东,山东,潍坊市,C 制造业,www.gettopacoustic.com
2656,卡奴迪路,广州卡奴迪路服饰股份有限公司,"Guangzhou CANUDILO Fashion & Accessories Co.,Ltd.",广东省广州市天河区黄埔大道西638号富力科讯大厦1310房,2656,卡奴迪路,2012-02-28,200000000,57500000,,,,0,0,华南,广东,广州市,C 制造业,www.canudilo.com
2657,中科金财,北京中科金财科技股份有限公司,"SINODATA CO.,LTD.",北京市海淀区学院路51号楼首享科技大厦6层,2657,中科金财,2012-02-28,69797534,31275135,,,,0,0,华北,北京,北京市,I 信息技术,www.sinodata.net.cn
2658,雪迪龙,北京雪迪龙科技股份有限公司,"Beijing SDL technology co.,ltd",北京市昌平区高新三街3号,2658,雪迪龙,2012-03-09,137472800,34380000,,,,0,0,华北,北京,北京市,C 制造业,www.chsdl.com
2659,中泰桥梁,江苏中泰桥梁钢构股份有限公司,Jiangsu Zhongtai Bridge Steel Structure Co.Ltd,江苏省江阴-靖江工业园区同康路15号,2659,中泰桥梁,2012-03-09,155500000,72700000,,,,0,0,华东,江苏,无锡市,E 建筑业,www.jszt.net.cn
2660,茂硕电源,茂硕电源科技股份有限公司,"Moso Power Supply Technology Co.,Ltd.",广东省深圳市南山区松白路关外小白芒桑泰工业园6层,2660,茂硕电源,2012-03-16,98631800,56675025,,,,0,0,华南,广东,深圳市,C 制造业,www.mosopower.com
2661,克明面业,克明面业股份有限公司,"KEMEN NOODLE MANUFACTURING CO.,LTD",湖南省南县兴盛大道工业园1号,2661,克明面业,2012-03-16,83080000,20970000,,,,0,0,华中,湖南,益阳市,C 制造业,www.kemen.net.cn
2662,京威股份,北京威卡威汽车零部件股份有限公司,"Beijing WKW Automotive Parts Co.,Ltd.",北京市大兴区魏永路(天堂河段)70号,2662,京威股份,2012-03-09,600000000,149990550,,,,0,0,华北,北京,北京市,C 制造业,www.beijing-wkw.com
2663,普邦园林,广州普邦园林股份有限公司,"PUBANG LANDSCAPE ARCHITECTURE CO.,LTD",广东省广州市越秀区寺右新马路南二街一巷14-20号首层,2663,普邦园林,2012-03-16,558976000,208896000,,,,0,0,华南,广东,广州市,E 建筑业,www.pblandscape.com
2664,信质电机,信质电机股份有限公司,"Xin Zhi Motor Co.,Ltd.",浙江省台州市椒江区前所信质路28号,2664,信质电机,2012-03-16,133340000,47097500,,,,0,0,华东,浙江,台州市,C 制造业,www.chinaxinzhi.com
2665,首航节能,北京首航艾启威节能技术股份有限公司,"Beijing Shouhang Resources Saving Co.,Ltd",北京市大兴区榆顺路2号3号楼208室,2665,首航节能,2012-03-27,266700000,119910000,,,,0,0,华北,北京,北京市,C 制造业,www.sh-ihw.com
2666,德联集团,广东德联集团股份有限公司,"Guangdong Delian Group Co.,Ltd.",广东省佛山市南海区小塘狮山新城开发区,2666,德联集团,2012-03-27,160000000,56625370,,,,0,0,华南,广东,佛山市,C 制造业,www.delian.cn
2667,鞍重股份,鞍山重型矿山机器股份有限公司,"AnShan Heavy Duty Mining Machinery Co.,Ltd",辽宁省鞍山市立山区胜利北路900号,2667,鞍重股份,2012-03-29,67980000,27980000,,,,0,0,东北,辽宁,鞍山市,C 制造业,www.aszkjqc.com
2668,奥马电器,广东奥马电器股份有限公司,"Guangdong Homa Appliances Co.,Ltd.",广东省中中山市南头镇东福北路54号,2668,奥马电器,2012-04-16,165350000,72350000,,,,0,0,华南,广东,中山市,C 制造业,www.homa.cn
2669,康达新材,上海康达化工新材料股份有限公司,"Shanghai Kangda New Materials Co.,Ltd",上海市浦东新区庆达路655号,2669,康达新材,2012-04-16,100000000,36133900,,,,0,0,华东,上海,上海市,C 制造业,www.kangda-sh.com
2670,华声股份,广东华声电器股份有限公司,"GuangDong HuaSheng Electrical Appliances Co.,Ltd.",广东省佛山市顺德区容桂华口昌宝东路13号,2670,华声股份,2012-04-16,200000000,77877335,,,,0,0,华南,广东,佛山市,C 制造业,www.wasung.com
2671,龙泉股份,山东龙泉管道工程股份有限公司,"Shandong Longquan Pipeline Engineering Co.,LTD",山东省淄博市博山区西外环路333号,2671,龙泉股份,2012-04-26,94370000,43046597,,,,0,0,华东,山东,淄博市,C 制造业,www.lqpccp.com
2672,东江环保,东江环保股份有限公司,Dongjiang Environmental Company Limited,广东省深圳市南山区高新区北区朗山路9号东江环保大楼1楼、3楼、8楼北面、9-12楼,2672,东江环保,2012-04-26,114896374,52158392,,,,0,0,华南,广东,深圳市,N 公共环保,www.dongjiang.com.cn
2673,西部证券,西部证券股份有限公司,"WESTERN SECURITIES CO.,LTD",陕西省西安市东新街232号信托大厦,2673,西部证券,2012-05-03,1200000000,321683900,,,,0,0,西北,陕西,西安市,J 金融业,www.westsecu.com
2674,兴业科技,兴业皮革科技股份有限公司,"XINGYE LEATHER TECHNOLOGY CO.,LTD.",福建省晋江市安海第二工业区,2674,兴业科技,2012-05-07,240000000,123792000,,,,0,0,华东,福建,泉州市,C 制造业,www.xingyeleather.com
2675,东诚生化,烟台东诚生化股份有限公司,"Yantai Dongcheng Biochemicals Co.,Ltd.",山东省烟台经济技术开发区长白山路7号,2675,东诚生化,2012-05-25,108000000,50118750,,,,0,0,华东,山东,烟台市,C 制造业,www.dcb-group.com
2676,顺威股份,广东顺威精密塑料股份有限公司,"GUANGDONG SUNWILL PRECISING PLASTIC CO.,LTD.",广东省佛山市顺德区高新区(容桂)科苑一路6号,2676,顺威股份,2012-05-25,160000000,41376161,,,,0,0,华南,广东,佛山市,C 制造业,www.sunwill.com.cn
2677,浙江美大,浙江美大实业股份有限公司,"Zhejiang Meida Industrial Co.,Ltd.",浙江省海宁市袁花镇谈桥81号(海宁市东西大道60KM),2677,浙江美大,2012-05-25,200000000,50000000,,,,0,0,华东,浙江,嘉兴市,C 制造业,www.meida.com
2678,珠江钢琴,广州珠江钢琴集团股份有限公司,"Guangzhou Pearl River Piano Group Co.,Ltd",广东省广州市荔湾区花地大道南渔尾西路8号,2678,珠江钢琴,2012-05-30,478000000,75305000,,,,0,0,华南,广东,广州市,C 制造业,www.pearlriverpiano.com
2679,福建金森,福建金森林业股份有限公司,"FUJIAN JINSEN FORESTRY Co.,Ltd.",福建省将乐县水南三华南路48号,2679,福建金森,2012-06-05,138680000,34680000,,,,0,0,华东,福建,三明市,A 农林牧渔,www.jinsenforestry.com
2680,黄海机械,连云港黄海机械股份有限公司,"Lianyungang Huanghai Machinery Co.,Ltd.",江苏省连云港市海州开发区新建东路1号,2680,黄海机械,2012-06-05,80000000,20000000,,,,0,0,华东,江苏,连云港市,C 制造业,www.hh-jx.com
2681,奋达科技,深圳市奋达科技股份有限公司,"Shenzhen Fenda Technology Co.,Ltd.",广东省深圳市宝安区石岩洲石路奋达科技园,2681,奋达科技,2012-06-05,150000000,37500000,,,,0,0,华南,广东,深圳市,C 制造业,www.fenda.com
2682,龙洲股份,福建龙洲运输股份有限公司,"FUJIAN LONGZHOU TRANSPORTATION CO.,LTD.",福建省龙岩市新罗区人民路龙津花园东塔楼5楼,2682,龙洲股份,2012-06-12,160000000,40000000,,,,0,0,华东,福建,龙岩市,G 运输仓储,www.lzgf.cn
2683,宏大爆破,广东宏大爆破股份有限公司,"Guangdong HongDa Blasting Co.,Ltd.",广东省广州市珠江新城华夏路49号之二津滨腾越大厦北塔21层,2683,宏大爆破,2012-06-12,218960000,54760000,,,,0,0,华南,广东,广州市,B 采矿业,www.hdbp.com
2684,猛狮科技,广东猛狮电源科技股份有限公司,"Guangdong Dynavolt Power Technology Co.,Ltd.",广东省汕头市澄海区莲河西路（华富工业区猛狮蓄电池厂内1，2，4幢）,2684,猛狮科技,2012-06-12,53076000,13300000,,,,0,0,华南,广东,汕头市,C 制造业,www.dynavolt.net
2685,华东重机,无锡华东重型机械股份有限公司,"WUXI HUADONG HEAVY MACHINERY CO.,LTD.",江苏省无锡市滨湖经济技术开发区华苑路12号,2685,华东重机,2012-06-12,200000000,50000000,,,,0,0,华东,江苏,无锡市,C 制造业,www.hdhm.com
2686,亿利达,浙江亿利达风机股份有限公司,"ZHEJIANG YILIDA VENTILATOR CO.,LTD.",浙江省台州市路桥区横街镇亿利达路,2686,亿利达,2012-07-03,136005000,34005000,,,,0,0,华东,浙江,台州市,C 制造业,www.yilida.com
2687,乔治白,浙江乔治白服饰股份有限公司,"ZHEJIANG GIUSEPPE GARMENT CO.,LTD",浙江省平阳县昆阳镇平瑞公路588号,2687,乔治白,2012-07-13,197140000,49300000,,,,0,0,华东,浙江,温州市,C 制造业,www.giuseppe.cn
2688,金河生物,金河生物科技股份有限公司,"Jinhe Biotechnology CO.,LTD.",内蒙古自治区呼和浩特市托克托县新坪路71号,2688,金河生物,2012-07-13,108920000,27230000,,,,0,0,华北,内蒙古,呼和浩特市,C 制造业,www.jinhe.com.cn
2689,博林特,沈阳博林特电梯股份有限公司,"SHENYANG BRILLIANT ELEVATOR CO.,LTD.",辽宁省沈阳经济技术开发区开发大路27号,2689,博林特,2012-07-17,309878941,77499500,,,,0,0,东北,辽宁,沈阳市,C 制造业,www.bltelevator.com
2690,美亚光电,合肥美亚光电技术股份有限公司,Hefei Meiya Optoelectronic Technology Inc.,安徽省合肥市长江西路669号民营科技园（W-7）,2690,美亚光电,2012-07-31,200000000,50000000,,,,0,0,华东,安徽,合肥市,C 制造业,www.chinameyer.com
2691,石煤装备,石家庄中煤装备制造股份有限公司,"Shijiazhuang Zhongmei Coal Mine Equipment Manufacture Co.,Ltd.",河北省石家庄高新区黄河大道89号,2691,石煤装备,2012-07-31,200000000,49999100,,,,0,0,华北,河北,石家庄市,C 制造业,www.sjzzm.com
2692,远程电缆,江苏新远程电缆股份有限公司,"Jiangsu New Yuancheng Cable Co.,Ltd",江苏省宜兴市官林镇远程路8号,2692,远程电缆,2012-08-08,326430000,81630000,,,,0,0,华东,江苏,无锡市,C 制造业,www.yccable.cn
2693,双成药业,海南双成药业股份有限公司,"Hainan Shuangcheng Pharmaceuticals Co.,Ltd.",海南省海口市秀英区兴国路16号,2693,双成药业,2012-08-08,180000000,45000000,,,,0,0,华南,海南,海口市,C 制造业,www.shuangchengmed.com
2694,顾地科技,顾地科技股份有限公司,"GOODY SCIENCE & TECHNOLOGY CO.,LTD.",湖北省鄂州市吴都大道9号,2694,顾地科技,2012-08-16,172800000,43164000,,,,0,0,华中,湖北,鄂州市,C 制造业,www.goody.com.cn
2695,煌上煌,江西煌上煌集团食品股份有限公司,"Jiangxi Huangshanghuang Group Food Co.,Ltd.",江西省南昌市迎宾大道1298号,2695,煌上煌,2012-09-05,123876522,30980000,,,,0,0,华东,江西,南昌市,C 制造业,www.jxhsh.com.cn
2696,百洋股份,百洋水产集团股份有限公司,BAIYANG AQUATIC GROUP,广西壮族自治区南宁高新技术开发区创新西路16号,2696,百洋股份,2012-09-05,88000000,22000000,,,,0,0,华南,广西,南宁市,A 农林牧渔,www.baiyang.com
2697,红旗连锁,成都红旗连锁股份有限公司,"Chengdu Hongqi Chain Co.,Ltd.",四川省成都市高新区西区迪康大道七号,2697,红旗连锁,2012-09-05,200000000,49996300,,,,0,0,西南,四川,成都市,F 批发零售,www.hqls.com.cn
2698,博实股份,哈尔滨博实自动化股份有限公司,"HARBIN BOSHI AUTOMATION CO.,LTD.",黑龙江省哈尔滨开发区迎宾路集中区东湖街9号,2698,博实股份,2012-09-11,401000000,41000000,,,,0,0,东北,黑龙江,哈尔滨市,C 制造业,www.boshi.cn
2699,美盛文化,美盛文化创意股份有限公司,Meisheng Cultural&Creative Corp.Ltd.,浙江省绍兴市新昌省级高新技术园区内（南岩）,2699,美盛文化,2012-09-11,93500000,23500000,,,,0,0,华东,浙江,绍兴市,R 文化传播,www.chinarising.com.cn
2700,新疆浩源,新疆浩源天然气股份有限公司,"XinJiang Haoyuan Natural Gas Co.,LTD.",新疆维吾尔自治区阿克苏市英阿瓦提路2号,2700,新疆浩源,2012-09-21,73338000,18338000,,,,0,0,西北,新疆,阿克苏地区,D 水电煤气,www.hytrq.com
2701,奥瑞金,奥瑞金包装股份有限公司,"ORG Packaging Co.,Ltd.",北京市怀柔区雁栖工业开发区,2701,奥瑞金,2012-10-11,306670000,76670000,,,,0,0,华北,北京,北京市,C 制造业,www.orgpackaging.com
2702,腾新食品,福建腾新食品股份有限公司,"FUJIAN TENGXIN FOODS CO.,LTD.",福建省福州市台江区广达路349号A座1层,2702,腾新食品,2012-10-11,141400000,35400000,,,,0,0,华东,福建,福州市,C 制造业,www.tengxinfoods.com.cn
2703,浙江世宝,浙江世宝股份有限公司,ZHEJIANG SHIBAO COMPANY LIMITED,浙江省义乌市佛堂镇双林路1号,2703,浙江世宝,2012-11-02,190943855,15000000,,,,0,0,华东,浙江,金华市,C 制造业,www.zjshibao.com
