公司代码,公司简称,公司全称,英文名称,注册地址,A股代码,A股简称,A股上市日期,A股总股本,A股流通股本,B股代码,B股 简 称,B股上市日期,B股总股本,B股流通股本,地 区,省 份,城 市,所属行业,公司网址
2366,丹甫股份,四川丹甫制冷压缩机股份有限公司,"SICHUAN DANFU COMPRESSOR CO.,LTD",四川省青神县黑龙镇,2366,丹甫股份,2010-03-12,133500000,100921657,,,,0,0,西南,四川,眉山市,C 制造业,www.scdanfu.cn
2367,康力电梯,康力电梯股份有限公司,"CANNY ELEVATOR CO., LTD.",江苏省吴江汾湖经济开发区康力大道888号,2367,康力电梯,2010-03-12,380670000,228454388,,,,0,0,华东,江苏,苏州市,C 制造业,www.canny-elevator.com
2368,太极股份,太极计算机股份有限公司,Taiji Computer Corporation Limited,北京市海淀区北四环中路211号,2368,太极股份,2010-03-12,237094080,226001580,,,,0,0,华北,北京,北京市,I 信息技术,www.taiji.com.cn
2369,卓翼科技,深圳市卓翼科技股份有限公司,"SHENZHEN ZOWEE TECHNOLOGY CO.,LTD",广东省深圳市南山区西丽民企科技工业园5栋,2369,卓翼科技,2010-03-16,240000000,91641400,,,,0,0,华南,广东,深圳市,C 制造业,www.zowee.com.cn
2370,亚太药业,浙江亚太药业股份有限公司,"Zhejiang Yatai Pharmaceutical Co.,Ltd.",浙江省绍兴县云集路1152号,2370,亚太药业,2010-03-16,204000000,84738725,,,,0,0,华东,浙江,绍兴市,C 制造业,www.ytyaoye.com
2371,七星电子,北京七星华创电子股份有限公司,"Beijing Sevenstar Electronics Co.,Ltd.",北京市朝阳区酒仙桥东路1号M2电子专用设备厂房1-1、1-2、1-5、1-6；1号楼（M3楼部分）；M5厂房,2371,七星电子,2010-03-16,352200000,278352614,,,,0,0,华北,北京,北京市,C 制造业,www.sevenstar.com.cn
2372,伟星新材,浙江伟星新型建材股份有限公司,"Zhejiang Weixing New Building Materials Co.,Ltd.",浙江省临海经济开发区,2372,伟星新材,2010-03-18,253400000,224900000,,,,0,0,华东,浙江,台州市,C 制造业,www.china-pipes.com
2373,联信永益,北京联信永益科技股份有限公司,SureKAM Corporation,北京市海淀区中关村南大街甲8号10层1002号,2373,联信永益,2010-03-18,137060000,134838196,,,,0,0,华北,北京,北京市,I 信息技术,www.surekam.com
2374,丽鹏股份,山东丽鹏股份有限公司,"SHANDONG LIPENG CO.,LTD",山东省烟台市牟平区姜格庄街道办事处丽鹏路1号,2374,丽鹏股份,2010-03-18,191409229,102587490,,,,0,0,华东,山东,烟台市,C 制造业,www.lp.com.cn
2375,亚厦股份,浙江亚厦装饰股份有限公司,"ZHEJIANG YASHA DECORATION CO.,LTD.",浙江省上虞市章镇工业新区,2375,亚厦股份,2010-03-23,635437500,502012501,,,,0,0,华东,浙江,绍兴市,E 建筑业,www.yashazs.com
2376,新北洋,山东新北洋信息技术股份有限公司,"Shandong New Beiyang Information Technology Co.,Ltd.",山东省威海市火炬高技术产业开发区火炬路169号,2376,新北洋,2010-03-23,300000000,223557162,,,,0,0,华东,山东,威海市,C 制造业,www.newbeiyang.com.cn
2377,国创高新,湖北国创高新材料股份有限公司,"Hubei Guochuang Hi-Tech Material Co.,Ltd",湖北省武汉市东湖开发区华光大道18号,2377,国创高新,2010-03-23,214000000,214000000,,,,0,0,华中,湖北,武汉市,C 制造业,www.guochuang.com.cn
2378,章源钨业,崇义章源钨业股份有限公司,"Chongyi Zhangyuan Tungsten Co., Ltd.",江西省赣州市崇义县城塔下,2378,章源钨业,2010-03-31,428213646,428213646,,,,0,0,华东,江西,赣州市,C 制造业,www.zy-tungsten.com
2379,鲁丰股份,山东鲁丰铝箔股份有限公司,"Shandong Loften Aluminium Foil Co.,Ltd.",山东省博兴县滨博大街1568号,2379,鲁丰股份,2010-03-31,463200000,187310000,,,,0,0,华东,山东,滨州市,C 制造业,www.loften.com.cn
2380,科远股份,南京科远自动化集团股份有限公司,"Nanjing Keyuan Automatic Corporation Co.,Ltd",江苏省南京市江宁区秣陵街道清水亭东路1266号,2380,科远股份,2010-03-31,68000000,32047625,,,,0,0,华东,江苏,南京市,C 制造业,www.sciyon.com
2381,双箭股份,浙江双箭橡胶股份有限公司,"ZHEJIANG DOUBLE ARROW RUBBER CO., LTD.",浙江省桐乡市洲泉镇晚村,2381,双箭股份,2010-04-02,234000000,139162350,,,,0,0,华东,浙江,嘉兴市,C 制造业,www.doublearrow.net
2382,蓝帆股份,山东蓝帆塑胶股份有限公司,"SHANDONG BLUE SAIL PLASTIC & RUBBER CO.,LTD.",山东省淄博市齐鲁化学工业区清田路21号,2382,蓝帆股份,2010-04-02,240000000,239839650,,,,0,0,华东,山东,淄博市,C 制造业,www.bluesail.cn
2383,合众思壮,北京合众思壮科技股份有限公司,"Beijing UniStrong Science&Technology Co.,Ltd.",北京市海淀区知春路118号知春大厦1501室,2383,合众思壮,2010-04-02,187200000,81410990,,,,0,0,华北,北京,北京市,C 制造业,www.unistrong.com
2384,东山精密,苏州东山精密制造股份有限公司,"Suzhou Dongshan Precision manufacturing Co., Ltd",江苏省苏州市吴中区东山上湾村,2384,东山精密,2010-04-09,384000000,137283000,,,,0,0,华东,江苏,苏州市,L 商务服务,www.sz-dsbj.com
2385,大北农,北京大北农科技集团股份有限公司,"Beijing DBN Technology Group Co.,Ltd",北京市海淀区中关村大街27号中关村大厦14层,2385,大北农,2010-04-09,1604025584,916300984,,,,0,0,华北,北京,北京市,C 制造业,www.dbn.com.cn
2386,天原集团,宜宾天原集团股份有限公司,"YIBIN TIANYUAN GROUP CO., LTD.",四川省宜宾市下江北,2386,天原集团,2010-04-09,479771290,479751430,,,,0,0,西南,四川,宜宾市,C 制造业,www.ybty.com
2387,黑牛食品,黑牛食品股份有限公司,"BLACKCOW FOOD CO.,LTD.",广东省汕头市潮汕路金园工业城内9A5A6,2387,黑牛食品,2010-04-13,314339090,191827662,,,,0,0,华南,广东,汕头市,C 制造业,www.blackcow.cn
2388,新亚制程,深圳市新亚电子制程股份有限公司,"Shenzhen Sunyes Electronic Manufacturing Holding Co.,Ltd",广东省深圳市福田区益田路6003号荣超商务中心A座9楼,2388,新亚制程,2010-04-13,199800000,176400000,,,,0,0,华南,广东,深圳市,C 制造业,www.sunyes.cn
2389,南洋科技,浙江南洋科技股份有限公司,"Zhejiang Nanyang Technology Co., Ltd.",浙江省台州市开发区开发大道388号,2389,南洋科技,2010-04-13,498369636,198369636,,,,0,0,华东,浙江,台州市,C 制造业,www.nykj.cc
2390,信邦制药,贵州信邦制药股份有限公司,"Guizhou Xinbang Pharmaceutical Co.,Ltd.",贵州省罗甸县龙坪镇解放路96号,2390,信邦制药,2010-04-16,173600000,112876802,,,,0,0,西南,贵州,贵阳市,C 制造业,www.xinbang.com
2391,长青股份,江苏长青农化股份有限公司,"JIANGSU CHANGQING AGROCHEMICAL CO.,LTD",江苏省江都市浦头镇江灵路1号,2391,长青股份,2010-04-16,205753600,101969920,,,,0,0,华东,江苏,扬州市,C 制造业,www.jscq.com
2392,北京利尔,北京利尔高温材料股份有限公司,"BEIJING LIER HIGH-TEMPERATURE MATERIALS CO., LTD.",北京市昌平区小汤山镇小汤山工业园4号楼,2392,北京利尔,2010-04-23,540000000,185552947,,,,0,0,华北,北京,北京市,C 制造业,www.bjlirr.com
2393,力生制药,天津力生制药股份有限公司,"TIANJIN LISHENG PHARMACEUTICAL CO.,LTD",天津市南开区黄河道491号,2393,力生制药,2010-04-23,182454992,181399548,,,,0,0,华北,天津,天津市,C 制造业,www.lishengpharma.com
2394,联发股份,江苏联发纺织股份有限公司,Jiangsu lianfa textile Co.Ltd.,江苏省南通市海安县城东镇恒联路88号,2394,联发股份,2010-04-23,215800000,215800000,,,,0,0,华东,江苏,南通市,C 制造业,www.lianfa.cn
2395,双象股份,无锡双象超纤材料股份有限公司,"WUXI DOUBLE ELEPHANT MICRO FIBRE MATERIAL CO.,LTD",江苏省无锡市新区鸿山街道后宅中路,2395,双象股份,2010-04-29,89403000,89403000,,,,0,0,华东,江苏,无锡市,C 制造业,www.sxcxgf.com
2396,星网锐捷,福建星网锐捷通讯股份有限公司,"Fujian Star-net Communication Co.,Ltd.",福建省福州市仓山区金山大道618号桔园洲星网锐捷科技园19-22栋,2396,星网锐捷,2010-06-23,351060000,243205400,,,,0,0,华东,福建,福州市,C 制造业,www.star-net.cn
2397,梦洁家纺,湖南梦洁家纺股份有限公司,"Hunan Mendale Hometextile Co.,LTD",湖南省长沙市高新技术产业开发区麓谷产业基地谷苑路168号,2397,梦洁家纺,2010-04-29,151200000,72271985,,,,0,0,华中,湖南,长沙市,C 制造业,www.mendale.com
2398,建研集团,厦门市建筑科学研究院集团股份有限公司,"XIAMEN ACADEMY OF BUILDING RESEARCH GROUP CO.,LTD.",福建省厦门市思明区湖滨南路62号,2398,建研集团,2010-05-06,263640000,187763667,,,,0,0,华东,福建,厦门市,M 科研服务,www.xmabr.com
2399,海普瑞,深圳市海普瑞药业股份有限公司,"SHENZHEN HEPALINK PHARMACEUTICAL CO.,LTD.",广东省深圳市南山区松坪山郎山路21号,2399,海普瑞,2010-05-06,800200000,800200000,,,,0,0,华南,广东,深圳市,C 制造业,www.hepalink.com
2400,省广股份,广东省广告股份有限公司,"Guangdong Advertising CO.,Ltd.",广东省广州市越秀区东风东路745号之二,2400,省广股份,2010-05-06,385499812,329354582,,,,0,0,华南,广东,广州市,L 商务服务,www.gdadc.com
2401,中海科技,中海网络科技股份有限公司,"China Shipping Network Technology Co., Ltd.",上海市浦东新区民生路600号,2401,中海科技,2010-05-06,202160000,197399286,,,,0,0,华东,上海,上海市,I 信息技术,www.cnshippingnt.com
2402,和而泰,深圳和而泰智能控制股份有限公司,"Shenzhen H&T Intelligent Control Co.,Ltd.",广东省深圳市南山区高新南区科深圳市南山区高新南区科技南十路6号深圳航天科技创新研究院大厦10楼,2402,和而泰,2010-05-11,100050000,86640000,,,,0,0,华南,广东,深圳市,C 制造业,www.szhittech.com
2403,爱仕达,浙江爱仕达电器股份有限公司,"ZHEJIANG AISHIDA ELECTRIC CO., LTD.",浙江省温岭市经济开发区科技路2号,2403,爱仕达,2010-05-11,240000000,222382500,,,,0,0,华东,浙江,台州市,C 制造业,www.chinaasd.com
2404,嘉欣丝绸,浙江嘉欣丝绸股份有限公司,"Zhejiang Jiaxin Silk Corp.,Ltd",浙江省嘉兴市中山东路88号丝绸大楼,2404,嘉欣丝绸,2010-05-11,260325000,174752430,,,,0,0,华东,浙江,嘉兴市,C 制造业,www.jxsilk.cn
2405,四维图新,北京四维图新科技股份有限公司,"NavInfo Co.,Ltd.",北京市海淀区学院路7号弘彧大厦10层1002A室,2405,四维图新,2010-05-18,691596710,633897106,,,,0,0,华北,北京,北京市,I 信息技术,www.navinfo.com
2406,远东传动,许昌远东传动轴股份有限公司,"Xuchang Yuandong Drive Shaft CO.,Ltd.",河南省许昌市北郊尚集镇,2406,远东传动,2010-05-18,280500000,170119425,,,,0,0,华中,河南,许昌市,C 制造业,www.yodonchina.com
2407,多氟多,多氟多化工股份有限公司,"Do-Fluoride Chemicals Co., Ltd",河南省焦作市中站区焦克路,2407,多氟多,2010-05-18,222560000,175520561,,,,0,0,华中,河南,焦作市,C 制造业,www.dfdchem.com
2408,齐翔腾达,淄博齐翔腾达化工股份有限公司,"ZIBO QIXIANG TENGDA CHEMICAL CO.,LTD.",山东省淄博市临淄区胶厂南路1号,2408,齐翔腾达,2010-05-18,560649600,548726400,,,,0,0,华东,山东,淄博市,C 制造业,www.qxtdgf.com
2409,雅克科技,江苏雅克科技股份有限公司,"Jiangsu Yoke Technology Co., Ltd.",江苏省无锡宜兴经济开发区荆溪北路,2409,雅克科技,2010-05-25,166320000,82529850,,,,0,0,华东,江苏,无锡市,C 制造业,www.yokechem.com
2410,广联达,广联达软件股份有限公司,GLODON SOFTWARE COMPANY LIMITED.,北京市海淀区东北旺西路8号院中关村软件园甲18号楼,2410,广联达,2010-05-25,413100000,210603986,,,,0,0,华北,北京,北京市,I 信息技术,www.glodon.com
2411,九九久,江苏九九久科技股份有限公司,"Jiangsu Jiujiujiu Technology Co.,LTD.",江苏省如东县马塘镇建设路40号,2411,九九久,2010-05-25,232200000,163673025,,,,0,0,华东,江苏,南通市,C 制造业,www.jjjkj.com.cn
2412,汉森制药,湖南汉森制药股份有限公司,"Hunan Hansen Pharmaceutical Co.,Ltd.",湖南省益阳市银城南路龙岭工业园,2412,汉森制药,2010-05-25,148000000,138925000,,,,0,0,华中,湖南,益阳市,C 制造业,www.hansenzy.com
2413,常发股份,江苏常发制冷股份有限公司,"JIANGSU CHANGFA REFRIGERATION CO., LTD.",江苏省常州市武进区礼嘉镇建东村建华路南,2413,常发股份,2010-05-28,220500000,220500000,,,,0,0,华东,江苏,常州市,C 制造业,www.changfazl.com
2414,高德红外,武汉高德红外股份有限公司,"Wuhan Guide Infrared CO.,LTD",湖北省武汉市东湖开发区黄龙山南路6号,2414,高德红外,2010-07-16,300000000,79869141,,,,0,0,华中,湖北,武汉市,C 制造业,www.wuhan-guide.com
2415,海康威视,杭州海康威视数字技术股份有限公司,"HANGZHOU HIKVISION DIGITAL TECHNOLOGY CO., LTD",浙江省杭州市西湖区马塍路36号,2415,海康威视,2010-05-28,2008611611,1470943550,,,,0,0,华东,浙江,杭州市,C 制造业,www.hikvision.com
2416,爱施德,深圳市爱施德股份有限公司,"Shenzhen Aisidi CO.,LTD.",广东省深圳市福田区泰然大道东泰然劲松大厦20F,2416,爱施德,2010-05-28,999100000,955570653,,,,0,0,华南,广东,深圳市,F 批发零售,www.aisidi.com
2417,三元达,福建三元达通讯股份有限公司,"Fujian Sunnada Communication Co.,Ltd",福建省福州市鼓楼区五凤街道软件大道89号福州软件园产业基地二期7#楼,2417,三元达,2010-06-01,270000000,119561443,,,,0,0,华东,福建,福州市,C 制造业,www.sunnada.com
2418,康盛股份,浙江康盛股份有限公司,"ZHE JIANG KANGSHENG CO.,LTD.",浙江省杭州市淳安县千岛湖镇康盛路268号,2418,康盛股份,2010-06-01,228800000,156191646,,,,0,0,华东,浙江,杭州市,C 制造业,www.kasun.cn
2419,天虹商场,天虹商场股份有限公司,"RAINBOW DEPARTMENT STORE CO.,LTD.",广东省深圳市福田区福中一路1016号地铁大厦20-24楼,2419,天虹商场,2010-06-01,800200000,163837000,,,,0,0,华南,广东,深圳市,F 批发零售,www.rainbow.cn
2420,毅昌股份,广州毅昌科技股份有限公司,"GUANGZHOU ECHOM SCIENCE&TECHNOLOGY CO.,LTD.",广东省广州市高新技术产业开发区科学城科丰路29号,2420,毅昌股份,2010-06-01,401000000,103820000,,,,0,0,华南,广东,广州市,C 制造业,www.echom.com
2421,达实智能,深圳达实智能股份有限公司,"SHENZHEN DAS INTELLITECH CO., LTD.",广东省深圳市南山区高新技术村W1栋A座五楼,2421,达实智能,2010-06-03,208800000,121164750,,,,0,0,华南,广东,深圳市,I 信息技术,www.chn-das.com
2422,科伦药业,四川科伦药业股份有限公司,"SICHUAN KELUN PHARMACEUTICAL CO., LTD.",四川省成都市新都卫星城工业开发区南二路,2422,科伦药业,2010-06-03,480000000,222964389,,,,0,0,西南,四川,成都市,C 制造业,www.kelun.com
2423,中原特钢,中原特钢股份有限公司,"ZHONGYUAN SPECIAL STEEL CO.,LTD.",河南省济源市承留镇小寨村,2423,中原特钢,2010-06-03,465510000,79000000,,,,0,0,华中,河南,焦作市,C 制造业,www.zssw.com
2424,贵州百灵,贵州百灵企业集团制药股份有限公司,"Guizhou Bailing Group Pharmaceutical Co., Ltd.",贵州省安顺市经济技术开发区西航大道,2424,贵州百灵,2010-06-03,470400000,118400000,,,,0,0,西南,贵州,安顺市,C 制造业,www.gzbl.com
2425,凯撒股份,凯撒（中国）股份有限公司,"Kaiser (China) Holding Co.,LTD",广东省汕头市龙湖珠津工业区珠津一街3号凯撒工业城,2425,凯撒股份,2010-06-08,278200000,72280000,,,,0,0,华南,广东,汕头市,C 制造业,www.kaiser.com.cn
2426,胜利精密,苏州胜利精密制造科技股份有限公司,"Suzhou Victory Precision Manufacture Co.,Ltd.",江苏省苏州市高新区浒关工业园浒泾路55号,2426,胜利精密,2010-06-08,400410000,122592000,,,,0,0,华东,江苏,苏州市,C 制造业,www.vicsz.com
2427,尤夫股份,浙江尤夫高新纤维股份有限公司,"Zhejiang Unifull Industrial Fiber Co.,Ltd.",浙江省湖州市和孚镇工业园区,2427,尤夫股份,2010-06-08,238195880,73944450,,,,0,0,华东,浙江,湖州市,C 制造业,www.unifull.com
2428,云南锗业,云南临沧鑫圆锗业股份有限公司,"Yunnan Lincang Xinyuan Germanium Industry Co.,LTD",云南省临沧市临翔区忙畔街道办事处忙畔社区喜鹊窝组168号,2428,云南锗业,2010-06-08,653120000,343236772,,,,0,0,西南,云南,临沧市,C 制造业,www.sino-ge.com
2429,兆驰股份,深圳市兆驰股份有限公司,"Shenzhen MTC Co.,LTD.",广东省深圳市宝安区福永街道塘尾鹏洲工业区A栋,2429,兆驰股份,2010-06-10,711951871,244721240,,,,0,0,华南,广东,深圳市,C 制造业,www.szmtc.com.cn
2430,杭氧股份,杭州杭氧股份有限公司,"HANGZHOU HANGYANG CO.,LTD.",浙江省临安市青山湖街道东环路99号,2430,杭氧股份,2010-06-10,812025000,299241581,,,,0,0,华东,浙江,临安市,C 制造业,www.hangyang.com
2431,棕榈园林,棕榈园林股份有限公司,"PALM LANDSCAPE ARCHITECTURE CO., LTD.",广东省中山市小榄镇新华中路120号向明大厦11C,2431,棕榈园林,2010-06-10,460800000,225104935,,,,0,0,华南,广东,中山市,E 建筑业,www.palm-la.com
2432,九安医疗,天津九安医疗电子股份有限公司,"Andon Health Co.,Ltd.",天津市南开区雅安道金平路3号,2432,九安医疗,2010-06-10,372000000,124471200,,,,0,0,华北,天津,天津市,C 制造业,www.jiuan.com
2433,太安堂,广东太安堂药业股份有限公司,"Guangdong Taiantang Pharmaceutical Co., Ltd",广东省汕头市金园工业区11R2-2片区第1、2座,2433,太安堂,2010-06-18,278000000,80000000,,,,0,0,华南,广东,汕头市,C 制造业,www.taiantang.net
2434,万里扬,浙江万里扬变速器股份有限公司,"ZHEJIANG WANLIYANG TRANSMISSION CO,. LTD.",浙江省金华市宾虹西路3999号,2434,万里扬,2010-06-18,340000000,102577174,,,,0,0,华东,浙江,金华市,C 制造业,www.zjwly.com
2435,长江润发,长江润发机械股份有限公司,"CHANG JIANG RUNFA MACHINERY CO.,LTD.",江苏省张家港市金港镇镇山东路,2435,长江润发,2010-06-18,132000000,80025000,,,,0,0,华东,江苏,苏州市,C 制造业,http://www.cjrfjx.com
2436,兴森科技,深圳市兴森快捷电路科技股份有限公司,"SHENZHEN FASTPRINT CIRCUIT TECH CO.,LTD.",广东省深圳市南山区深南路科技园工业厂房25栋1段3层,2436,兴森科技,2010-06-18,223400000,142160800,,,,0,0,华南,广东,深圳市,C 制造业,www.chinafastprint.com
2437,誉衡药业,哈尔滨誉衡药业股份有限公司,"Harbin Gloria Pharmaceuticals Co., Ltd.",黑龙江省哈尔滨市利民经济技术开发区燕京路29号,2437,誉衡药业,2010-06-23,280000000,95199500,,,,0,0,东北,黑龙江,哈尔滨市,C 制造业,www.gloria.cc
2438,江苏神通,江苏神通阀门股份有限公司,"Jiangsu Shentong Valve Co., Ltd",江苏省启东市南阳镇,2438,江苏神通,2010-06-23,208000000,59543313,,,,0,0,华东,江苏,南通市,C 制造业,www.stfm.cn
2439,启明星辰,北京启明星辰信息技术股份有限公司,Beijing Venustech Inc.,北京市海淀区东北旺西路8号中关村软件园21号楼启明星辰大厦一层,2439,启明星辰,2010-06-23,207561667,101112856,,,,0,0,华北,北京,北京市,I 信息技术,www.venustech.com.cn
2440,闰土股份,浙江闰土股份有限公司,"Zhejiang Runtu Co.,LTD.",浙江省上虞市道墟镇称山下,2440,闰土股份,2010-07-06,383500000,142259503,,,,0,0,华东,浙江,绍兴市,C 制造业,www.runtuchem.com
2441,众业达,众业达电气股份有限公司,"Zhongyeda Electric Co.,Ltd",广东省汕头市衡山路62号,2441,众业达,2010-07-06,232000000,77943750,,,,0,0,华南,广东,汕头市,F 批发零售,www.zyd.cn
2442,龙星化工,龙星化工股份有限公司,"LONGXING CHEMICAL INDUSTRY CO., LTD.",河北省沙河市东环路龙星街1号,2442,龙星化工,2010-07-06,480000000,151795800,,,,0,0,华北,河北,邢台市,C 制造业,www.hb-lx.com.cn
2443,金洲管道,浙江金洲管道科技股份有限公司,"ZHEJIANG KINGLAND PIPELINE AND TECHNOLOGIES Co., Ltd.",浙江省湖州市东门十五里牌（318国道旁）,2443,金洲管道,2010-07-06,361483000,146374121,,,,0,0,华东,浙江,湖州市,C 制造业,www.chinakingland.com
2444,巨星科技,杭州巨星科技股份有限公司,"HANG ZHOU GREAT STAR INDUSTRIAL CO., LTD.",浙江省杭州市江干区九环路35号,2444,巨星科技,2010-07-13,507000000,138779615,,,,0,0,华东,浙江,杭州市,C 制造业,www.greatstartools.com
2445,中南重工,江阴中南重工股份有限公司,"Jiangyin Zhongnan Heavy Industries Co., Ltd.",江苏省江阴市高新技术产业开发园金山路788号,2445,中南重工,2010-07-13,252150000,109200000,,,,0,0,华东,江苏,无锡市,C 制造业,www.znhi.com.cn
2446,盛路通信,广东盛路通信科技股份有限公司,"Guangdong Shenglu Telecommunication Tech. Co., Ltd.",广东省佛山市三水区西南工业园进业二路四号,2446,盛路通信,2010-07-13,132798558,33800000,,,,0,0,华南,广东,佛山市,C 制造业,www.shenglu.com
2447,壹桥苗业,大连壹桥海洋苗业股份有限公司,"DALIAN YI QIAO MARINE SEEDS CO.,LTD",辽宁省大连瓦房店市谢屯镇沙山村,2447,壹桥苗业,2010-07-13,268000000,106340000,,,,0,0,东北,辽宁,大连市,A 农林牧渔,www.dlyiqiao.com
2448,中原内配,河南省中原内配股份有限公司,ZYNP Corporation.,河南省孟州市韩愈大街146号,2448,中原内配,2010-07-16,117620461,56998202,,,,0,0,华中,河南,焦作市,C 制造业,www.hnzynp.com
2449,国星光电,佛山市国星光电股份有限公司,"Foshan NationStar Optoelectronics Co., Ltd",广东省佛山市禅城区华宝南路18号,2449,国星光电,2010-07-16,430000000,229780100,,,,0,0,华南,广东,佛山市,C 制造业,www.nationstar.com
2450,康得新,北京康得新复合材料股份有限公司,"Beijing Kangde Xin Composite Material Co.,Ltd.",北京市昌平区昌平科技园区振兴路26号,2450,康得新,2010-07-16,937490297,522693428,,,,0,0,华北,北京,北京市,C 制造业,www.kangdexin.com
2451,摩恩电气,上海摩恩电气股份有限公司,"SHANGHAI MORN ELECTRIC EQUIPMENT CO.,LTD",上海市浦东新区龙东大道5901号,2451,摩恩电气,2010-07-20,219600000,54900000,,,,0,0,华东,上海,上海市,C 制造业,www.morncable.com
2452,长高集团,湖南长高高压开关集团股份公司,"HunanChanggaoHighVoltageSwitchgerGroupCo., LTD.",湖南省高科技食品工业基地金星大道西侧,2452,长高集团,2010-07-20,130000000,48885060,,,,0,0,华中,湖南,长沙市,C 制造业,www.gykg.cn
2453,天马精化,苏州天马精细化学品股份有限公司,"Suzhou Tianma Specialty Chemicals Co., Ltd.",江苏省苏州高新区浒青路122号,2453,天马精化,2010-07-20,240000000,119212770,,,,0,0,华东,江苏,苏州市,C 制造业,www.tianmachem.com
2454,松芝股份,上海加冷松芝汽车空调股份有限公司,"SHANGHAI JIALENG SONGZHI AUTOMOBILE AIRCONDITION CO.,LTD.",上海市莘庄工业区华宁路4999号,2454,松芝股份,2010-07-20,312000000,116399400,,,,0,0,华东,上海,上海市,C 制造业,www.shsongz.com.cn
2455,百川股份,无锡百川化工股份有限公司,"Wuxi Baichuan Chemical Industry Co., Ltd",江苏省江阴市云亭街道建设路55号,2455,百川股份,2010-08-03,131700000,44697000,,,,0,0,华东,江苏,江阴市,C 制造业,www.bcchem.com
2456,欧菲光,深圳欧菲光科技股份有限公司,"Shenzhen O-film Tech Co.,Ltd.",广东省深圳市光明新区公明街道松白公路华发路段欧菲光科技园,2456,欧菲光,2010-08-03,465080000,165381792,,,,0,0,华南,广东,深圳市,C 制造业,www.o-film.com
2457,青龙管业,宁夏青龙管业股份有限公司,"Ningxia Qinglong Pipes Industry Co.,LTD.",宁夏回族自治区青铜峡市河西,2457,青龙管业,2010-08-03,334992000,189327882,,,,0,0,西北,宁夏,吴忠市,C 制造业,www.qlgd.com.cn
2458,益生股份,山东益生种畜禽股份有限公司,"SHAN DONG YISHENG LIVESTOCK&POULTRY BREEDING CO.,LTD.",山东省烟台市芝罘区朝阳街80号,2458,益生股份,2010-08-10,280800000,70200000,,,,0,0,华东,山东,烟台市,A 农林牧渔,www.yishenggufen.com
2459,天业通联,秦皇岛天业通联重工股份有限公司,"Qinhuangdao Tianye Tolian Heavy Industry Co., Ltd.",河北省秦皇岛市经济技术开发区天山北路3号,2459,天业通联,2010-08-10,222300000,141328351,,,,0,0,华北,河北,秦皇岛市,C 制造业,www.tianyetolian.com
2460,赣锋锂业,江西赣锋锂业股份有限公司,"GANFENG LITHIUM CO.,LTD.",江西省新余市经济开发区龙腾路,2460,赣锋锂业,2010-08-10,152801000,80337120,,,,0,0,华东,江西,新余市,C 制造业,www.ganfenglithium.com
2461,珠江啤酒,广州珠江啤酒股份有限公司,"GUANGZHOU ZHUJIANG BREWERY CO.,LTD",广东省广州市海珠区新港东路磨碟沙大街118号,2461,珠江啤酒,2010-08-18,680161768,139817300,,,,0,0,华南,广东,广州市,C 制造业,www.zhujiangbeer.com
2462,嘉事堂,嘉事堂药业股份有限公司,"Cachet Pharmaceutical Co., Ltd.",北京市海淀区昆明湖南路11号1号楼,2462,嘉事堂,2010-08-18,240000000,193150279,,,,0,0,华北,北京,北京市,F 批发零售,www.cachet.com.cn
2463,沪电股份,沪士电子股份有限公司,"WUS PRINTED CIRCUIT (KUNSHAN) CO.,LTD",江苏省昆山市黑龙江北路55号,2463,沪电股份,2010-08-18,1395133136,900608767,,,,0,0,华东,江苏,苏州市,C 制造业,www.wuscn.com
2464,金利科技,昆山金利表面材料应用科技股份有限公司,"KEE EVER BRIGHT DECORATIVE TECHNOLOGY CO., LTD.",江苏省昆山市经济技术开发区昆嘉路1098号,2464,金利科技,2010-08-31,145589953,36500000,,,,0,0,华东,江苏,苏州市,C 制造业,www.kebdt.com
2465,海格通信,广州海格通信集团股份有限公司,GUANGZHOU HAIGE COMMUNICATIONS GROUP INCORPORATED COMPANY,广东省广州市高新技术产业开发区科学城海云路88号,2465,海格通信,2010-08-31,332506510,85000000,,,,0,0,华南,广东,广州市,C 制造业,www.haige.com
2466,天齐锂业,四川天齐锂业股份有限公司,"Sichuan Tianqi Lithium Industries, Inc.",四川省射洪县太和镇城北太空村,2466,天齐锂业,2010-08-31,147000000,38595000,,,,0,0,西南,四川,遂宁市,C 制造业,www.likunda-china.com
2467,二六三,二六三网络通信股份有限公司,Net263 Ltd.,北京市昌平区城区镇超前路13号,2467,二六三,2010-09-08,240000000,132661401,,,,0,0,华北,北京,北京市,I 信息技术,www.net263.com
2468,艾迪西,浙江艾迪西流体控制股份有限公司,"Zhejiang IDC Fluid Control Co.,Ltd.",浙江省玉环县机电工业园区,2468,艾迪西,2010-09-08,276480000,103956480,,,,0,0,华东,浙江,台州市,C 制造业,www.idcgroup.com.cn
2469,三维工程,山东三维石化工程股份有限公司,"SHANDONG SUNWAY PETROCHEMICAL ENGINEERING CO.,LTD.",山东省淄博市临淄区炼厂中路22号,2469,三维工程,2010-09-08,253383513,78795000,,,,0,0,华东,山东,淄博市,M 科研服务,www.sdsunway.com.cn
2470,金正大,山东金正大生态工程股份有限公司,"Shandong Kingenta Ecological Engineering Co.,Ltd.",山东省临沭县兴大西街19号,2470,金正大,2010-09-08,700000000,250000000,,,,0,0,华东,山东,临沂市,C 制造业,www.kingenta.com
