"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"PDII","PDI, Inc.","4.48","67915420.16","n/a","1998","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/pdii",
"PENX","Penford Corporation","11.88","147530924.64","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/penx",
"PEBK","Peoples Bancorp of North Carolina, Inc.","12.194","68450958.03","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/pebk",
"PRCP","Perceptron, Inc.","7.2","61670498.4","n/a","1992","Capital Goods","Electronic Components","http://www.nasdaq.com/symbol/prcp",
"PTIX","Performance Technologies, Incorporated","1.32","14673644.04","n/a","1996","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/ptix",
"PERI","Perion Network Ltd","13.7","165283787","n/a","1995","Technology","EDP Services","http://www.nasdaq.com/symbol/peri",
"PTX","Pernix Therapeutics Holdings, Inc.","3.68","138384052.16","n/a","1993","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ptx",
"PGTI","PGT, Inc.","8.16","425196914.4","n/a","2006","Capital Goods","Building Products","http://www.nasdaq.com/symbol/pgti",
"PHII","PHI, Inc.","35.2","544671987.2","n/a","1996","Transportation","Transportation Services","http://www.nasdaq.com/symbol/phii",
"PHIIK","PHI, Inc.","36.11","552902164.88","n/a","n/a","Transportation","Transportation Services","http://www.nasdaq.com/symbol/phiik",
"PXLW","Pixelworks, Inc.","3.52","65525380.8","n/a","2000","Technology","Semiconductors","http://www.nasdaq.com/symbol/pxlw",
"PLNR","Planar Systems, Inc.","1.71","36323291.61","n/a","1993","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/plnr",
"PLXT","PLX Technology, Inc.","4.61","210068360.14","n/a","1999","Technology","Semiconductors","http://www.nasdaq.com/symbol/plxt",
"PBIB","Porter Bancorp, Inc.","0.8636","10484082.41","n/a","2006","Finance","Major Banks","http://www.nasdaq.com/symbol/pbib",
"PTLA","Portola Pharmaceuticals, Inc.","17.6","0","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ptla",
"PSTR","PostRock Energy Corporation","1.42","34454519.32","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/pstr",
"PSCC","PowerShares Exchange-Traded Fund Trust II PowerShares S&P Smal","41.6029","24961740","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pscc",
"PSCD","PowerShares Exchange-Traded Fund Trust II PowerShares S&P Smal","40.73","77387000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pscd",
"PSCE","PowerShares Exchange-Traded Fund Trust II PowerShares S&P Smal","40.7","30525000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/psce",
"PSCF","PowerShares Exchange-Traded Fund Trust II PowerShares S&P Smal","35.6799","82063770","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pscf",
"PSCH","PowerShares Exchange-Traded Fund Trust II PowerShares S&P Smal","42.4184","108166920","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/psch",
"PSCI","PowerShares Exchange-Traded Fund Trust II PowerShares S&P Smal","36.979","46223750","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/psci",
"PSCM","PowerShares Exchange-Traded Fund Trust II PowerShares S&P Smal","36.7399","7347980","n/a","1994","n/a","n/a","http://www.nasdaq.com/symbol/pscm",
"PSCT","PowerShares Exchange-Traded Fund Trust II PowerShares S&P Smal","35.932","131151800","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/psct",
"PSCU","PowerShares Exchange-Traded Fund Trust II PowerShares S&P Smal","33.1001","31445095","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pscu",
"PRFZ","PowerShares FTSE RAFI US 1500 Small-Mid Portfolio","82.71","603783000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/prfz",
"PAGG","PowerShares Global Agriculture Portfolio","31.33","106522000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pagg",
"PSAU","PowerShares Global Gold & Precious Metals Portfolio","24.339","23122050","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/psau",
"PMNA","PowerShares MENA Frontier Countries Portfolio","11.799","16754580","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pmna",
"PNQI","PowerShares NASDAQ Internet Portfolio","48.708","73062000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pnqi",
"QQQ","PowerShares QQQ Trust, Series 1","73.93","35272003000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/qqq",
"PRXI","Premier Exhibitions, Inc.","2.08","102067734.08","n/a","n/a","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/prxi",
"PFBI","Premier Financial Bancorp, Inc.","12.51","99628288.92","n/a","1996","Finance","Major Banks","http://www.nasdaq.com/symbol/pfbi",
"PBMD","Prima BioMed Ltd","2.351","2506315025.188","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/pbmd",
"PRMW","Primo Water Corporation","1.77","42172313.82","n/a","2010","Consumer Non-Durables","Food Distributors","http://www.nasdaq.com/symbol/prmw",
"PFPT","Proofpoint, Inc.","20.14","686218961.74","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/pfpt",
"PRPH","ProPhase Labs, Inc.","1.55","24559846.1","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/prph",
"BIB","ProShares Trust ProShares Ultra Nasdaq Biotechnology","101.75","122100000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bib",
"BIS","ProShares Trust ProShares UltraShort Nasdaq Biotechnology","35.16","2636753.88","n/a","1976","n/a","n/a","http://www.nasdaq.com/symbol/bis",
"TQQQ","ProShares UltraPro QQQ","74.29","230299000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tqqq",
"SQQQ","ProShares UltraPro Short QQQ ","26.32","205296000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sqqq",
"PRTA","Prothena Corporation plc","10.55","186515370.1","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/prta",
"PWX","Providence and Worcester Railroad Company","16.77","81219424.26","n/a","n/a","Transportation","Railroads","http://www.nasdaq.com/symbol/pwx",
"PBIP","Prudential Bancorp, Inc. of Pennsylvania","8.76","87805816.2","n/a","n/a","Finance","Banks","http://www.nasdaq.com/symbol/pbip",
"PSDV","pSivida Corp.","3.44","80141717.84","n/a","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/psdv",
"QCCO","QC Holdings, Inc.","2.98","52865319.2","n/a","2004","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/qcco",
"QCRH","QCR Holdings, Inc.","15.67","77509492.54","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/qcrh",
"QLTY","Quality Distribution, Inc.","9.17","246852135.95","n/a","2003","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/qlty",
"QBAK","Qualstar Corporation","1.65","20217643.05","n/a","2000","Technology","Electronic Components","http://www.nasdaq.com/symbol/qbak",
"QUIK","QuickLogic Corporation","2.36","105098222.2","n/a","1986","Technology","Semiconductors","http://www.nasdaq.com/symbol/quik",
"RDNT","RadNet, Inc.","2.68","107439045.28","n/a","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/rdnt",
"RPTP","Raptor Pharmaceutical Corp.","7.44","398089133.76","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rptp",
"RCMT","RCM Technologies, Inc.","5.59","68920585.76","n/a","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/rcmt",
"RCPT","Receptos, Inc.","15","264069045","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rcpt",
"RECV","Recovery Energy, Inc.","1.74","32289065.16","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/recv",
"REDF","Rediff.com India Limited","2.83","26307555.48","9295956","n/a","Consumer Services","Newspapers/Magazines","http://www.nasdaq.com/symbol/redf",
"RGLS","Regulus Therapeutics Inc.","8.73","314343536.94","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rgls",
"REIS","Reis, Inc","18.18","198013287.6","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/reis",
"FRBK","Republic First Bancorp, Inc.","3.11","80775709.67","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/frbk",
"RFIL","RF Industries, Ltd.","6.8","51033802.8","n/a","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/rfil",
"RGCO","RGC Resources Inc.","20.085","94517519.46","n/a","n/a","Public Utilities","Oil & Gas Production","http://www.nasdaq.com/symbol/rgco",
"RICK","Rick&#39;s Cabaret International, Inc.","8.45","79894276.8","n/a","1995","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/rick",
"ROCM","Rochester Medical Corporation","14.31","176544516.33","n/a","1990","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/rocm",
"RMTI","Rockwell Medical, Inc.","3.99","156630877.41","n/a","1998","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/rmti",
"RMCF","Rocky Mountain Chocolate Factory, Inc.","13.21","79924185.59","n/a","n/a","Consumer Non-Durables","Specialty Foods","http://www.nasdaq.com/symbol/rmcf",
"RBPAA","Royal Bancshares of Pennsylvania, Inc.","1.4797","16177782.055","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/rbpaa",
"SGNT","Sagent Pharmaceuticals, Inc.","18.04","507599237.2","n/a","1999","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/sgnt",
"SALM","Salem Communications Corporation","7.64","146130937.04","n/a","1992","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/salm",
"GCVRZ","Sanofi","1.86","0","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/gcvrz",
"SRPT","Sarepta Therapeutics, Inc.","37.78","1205542496.76","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/srpt",
"SVNT","Savient Pharmaceuticals Inc","0.5699","41948279.3814","n/a","n/a","Consumer Durables","Specialty Chemicals","http://www.nasdaq.com/symbol/svnt",
"SBFG","SB Financial Group, Inc.","8.34","40587685.86","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sbfg",
"SNFCA","Security National Financial Corporation","7.08","77728849.08","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/snfca",
"SNMX","Senomyx, Inc.","2","81256656","n/a","2004","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/snmx",
"SHLO","Shiloh Industries, Inc.","10.14","172427445.06","n/a","1993","Capital Goods","Industrial Specialties","http://www.nasdaq.com/symbol/shlo",
"SIFI","SI Financial Group, Inc.","10.6","107184624.2","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/sifi",
"SIGA","SIGA Technologies Inc.","3.84","200154347.52","n/a","1994","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/siga",
"SILC","Silicom Ltd","33.16","234970566.24","n/a","n/a","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/silc",
"MOBI","Sky-mobi Limited","3.42","31996466.64","9355692","1998","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mobi",
"SPU","SkyPeople Fruit Juice, Inc.","2.16","57588837.84","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/spu",
"ISM","SLM Corporation","24.2499","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/ism",
"JSM","SLM Corporation","24.24","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/jsm",
"OSM","SLM Corporation","24.07","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/osm",
"SMTX","SMTC Corporation","2.14","34976575.16","n/a","2000","Technology","Electrical Products","http://www.nasdaq.com/symbol/smtx",
"SCTY","SolarCity Corporation","48.44","3649906771","n/a","n/a","Basic Industries","Engineering & Construction","http://www.nasdaq.com/symbol/scty",
"SOMH","Somerset Hills Bancorp","12.07","64900824.52","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/somh",
"SORL","SORL Auto Parts, Inc.","2.63","50771942.23","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/sorl",
"SOHO","Sotherly Hotels Inc.","4.48","45503032.96","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/soho",
"SDBT","SoundBite Communications, Inc.","5.13","84743752.5","n/a","2007","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/sdbt",
"SOCB","Southcoast Financial Corporation","5.51","38978417.73","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/socb",
"SFST","Southern First Bancshares, Inc.","11.15","47593083.7","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sfst",
"SMBC","Southern Missouri Bancorp, Inc.","25.25","82241169","n/a","n/a","Finance","Banks","http://www.nasdaq.com/symbol/smbc",
"SONA","Southern National Bancorp of Virginia, Inc.","10.12","117292945.44","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sona",
"SPAN","Span-America Medical Systems, Inc.","19.2","56676364.8","n/a","1983","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/span",
"SPCHA","Sport Chalet, Inc.","1.55","21994982.05","n/a","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/spcha",
"SPCHB","Sport Chalet, Inc.","1.69","23981625.59","n/a","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/spchb",
"STAA","STAAR Surgical Company","8.99","330352958.86","n/a","1983","Health Care","Ophthalmic Goods","http://www.nasdaq.com/symbol/staa",
"STSI","Star Scientific, Inc.","1.49","248072348.41","n/a","n/a","Consumer Durables","Specialty Chemicals","http://www.nasdaq.com/symbol/stsi",
"STXS","Stereotaxis, Inc.","1.66","13526397.12","n/a","2004","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/stxs",
"SDIX","Strategic Diagnostics Inc.","1","21117060","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/sdix",
"STRT","Strattec Security Corporation","37.73","125773181.38","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/strt",
"SCMP","Sucampo Pharmaceuticals, Inc.","8.79","368878406.31","n/a","2007","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/scmp",
"SSBI","Summit State Bank","9.25","43888660","n/a","2006","n/a","n/a","http://www.nasdaq.com/symbol/ssbi",
"SGC","Superior Uniform Group, Inc.","11.5","70412085","n/a","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/sgc",
"SUPN","Supernus Pharmaceuticals, Inc.","6.9","213799370.4","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/supn",
"SPPR","Supertel Hospitality, Inc.","1","23151912","n/a","1994","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/sppr",
"SPPRO","Supertel Hospitality, Inc.","25.24","8392300","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/sppro",
"SPPRP","Supertel Hospitality, Inc.","10.07","8088928.9","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/spprp",
"SBBX","Sussex Bancorp","6.6","22596505.8","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sbbx",
"SYNC","Synacor, Inc.","3.86","105387889.32","n/a","1996","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/sync",
"SYNL","Synalloy Corporation","14.78","94132859.3","n/a","1990","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/synl",
"SGYP","Synergy Pharmaceuticals, Inc.","5.23","471652330.7","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/sgyp",
"SNTA","Synta Pharmaceuticals Corp.","7.27","502600334.17","n/a","2007","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/snta",
"SYMX","Synthesis Energy Systems, Inc.","0.849","53858783.043","n/a","1991","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/symx",
"SYPR","Sypris Solutions, Inc.","3.34","67918121.78","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/sypr",
"TBAC","Tandy Brands Accessories, Inc.","0.6201","4421135.0313","n/a","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/tbac",
"TLF","Tandy Leather Factory, Inc.","7.4","75202070.8","n/a","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/tlf",
"TATT","TAT Technologies Ltd.","6.3","55430991","n/a","n/a","Capital Goods","Aerospace","http://www.nasdaq.com/symbol/tatt",
"TTGT","TechTarget, Inc.","4.39","168745142.31","n/a","2007","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/ttgt",
"TTPH","Tetraphase Pharmaceuticals, Inc.","7.99","165168760.65","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ttph",
"THRD","TF Financial Corporation","24.81","70495704.63","n/a","n/a","Finance","Banks","http://www.nasdaq.com/symbol/thrd",
"DXYN","The Dixie Group, Inc.","7.37","97738574.23","n/a","n/a","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/dxyn",
"XONE","The ExOne Company","49","650798792","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/xone",
"FBMS","The First Bancshares, Inc.","12.71","39937806.85","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fbms",
"HCKT","The Hackett Group, Inc.","5.1","161272092.9","n/a","n/a","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/hckt",
"TMNG","The Management Network Group, Inc.","2.85","22913384.4","n/a","1999","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/tmng",
"TST","TheStreet, Inc.","1.98","67088244.96","n/a","n/a","Consumer Services","Newspapers/Magazines","http://www.nasdaq.com/symbol/tst",
"OINK","Tianli Agritech, Inc.","0.64","7164160","n/a","2010","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/oink",
"TSBK","Timberland Bancorp, Inc.","8.18","57628394.48","n/a","n/a","Finance","Banks","http://www.nasdaq.com/symbol/tsbk",
"TOFC","Tower Financial Corporation","14.51","67691239.44","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/tofc",
"CLUB","Town Sports International Holdings, Inc.","11.24","269973661.16","n/a","2006","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/club",
"TSRE","Trade Street Residential, Inc.","9.6","60831561.6","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/tsre",
"TWMC","Trans World Entertainment Corp.","4.59","146488041.54","n/a","n/a","Consumer Services","Consumer Electronics/Video Chains","http://www.nasdaq.com/symbol/twmc",
"TSON","TranS1 Inc.","1.95","53271630.75","n/a","2007","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/tson",
"TACT","TransAct Technologies Incorporated","7.95","68583155.4","n/a","1996","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/tact",
"TRNS","Transcat, Inc.","7.25","53791752","n/a","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/trns",
"TSPT","Transcept Pharmaceuticals, Inc.","3.04","57018328.16","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/tspt",
"TTHI","Transition Therapeutics, Inc.","3.06","82379184.12","n/a","n/a","Consumer Durables","Specialty Chemicals","http://www.nasdaq.com/symbol/tthi",
"TZYM","Tranzyme, Inc.","0.57","15732249.09","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/tzym",
"TREE","Tree.com, Inc.","19.46","218947456.84","n/a","1994","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/tree",
"TSRX","Trius Therapeutics, Inc.","7.67","367179191.08","n/a","2010","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/tsrx",
"TBOW","Trunkbow International Holdings Ltd.","0.862","31727698.65","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/tbow",
"UBIC","UBIC, Inc.","7.9","0","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/ubic",
"ULBI","Ultralife Corporation","3.84","67042471.68","n/a","1992","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/ulbi",
"UNAM","Unico American Corporation","13.47","71945250.09","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/unam",
"UNIS","Unilife Corporation","3.45","314741502.45","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/unis",
"UNB","Union Bankshares, Inc.","21.46","95646275.76","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/unb",
"UBOH","United Bancshares, Inc.","12","41360952","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/uboh",
"UCBA","United Community Bancorp","9.76","83618214.4","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/ucba",
"USLM","United States Lime & Minerals, Inc.","51.07","283819992.9","n/a","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/uslm",
"UG","United-Guardian, Inc.","25.97","119369520.83","n/a","n/a","Consumer Non-Durables","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/ug",
"UNTK","UniTek Global Services, Inc.","1.96","36676984.12","n/a","2010","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/untk",
"UNTY","Unity Bancorp, Inc.","6.99","52761736.26","n/a","1989","Finance","Major Banks","http://www.nasdaq.com/symbol/unty",
"USAT","USA Technologies, Inc.","1.84","60830357.68","n/a","n/a","Miscellaneous","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/usat",
"USATP","USA Technologies, Inc.","18.7","8322678.1","n/a","n/a","Miscellaneous","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/usatp",
"USATZ","USA Technologies, Inc.","0.92","0","n/a","n/a","Miscellaneous","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/usatz",
"UTMD","Utah Medical Products, Inc.","47.09","175316070","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/utmd",
"VALU","Value Line, Inc.","9.01","88999897.02","n/a","1983","Finance","Investment Managers","http://www.nasdaq.com/symbol/valu",
"VVTV","ValueVision Media, Inc.","5.01","247323469.62","n/a","n/a","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/vvtv",
"VNDA","Vanda Pharmaceuticals Inc.","9.2","260790394.4","n/a","2006","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vnda",
"VGIT","Vanguard Intermediate -Term Government Bond ETF","64.82","181496000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vgit",
"VCIT","Vanguard Intermediate-Term Corporate Bond ETF","86.64","3500256000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vcit",
"VNQI","Vanguard International Equity Index Funds Vanguard Global ex-U","56.075","813087500","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vnqi",
"VCLT","Vanguard Long-Term Corporate Bond ETF","88.39","804349000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vclt",
"VGLT","Vanguard Long-Term Government Bond ETF","71.751","208077900","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vglt",
"VTIP","Vanguard Malvern Funds Vanguard Short-Term Inflation-Protected","49.59","590121000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vtip",
"VMBS","Vanguard Mortgage-Backed Securities ETF","51.65","439025000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vmbs",
"VONE","Vanguard Scottsdale Funds Vanguard Russell 1000 ETF","76","212800000","n/a","1996","n/a","n/a","http://www.nasdaq.com/symbol/vone",
"VONG","Vanguard Scottsdale Funds Vanguard Russell 1000 Growth ETF","77.33","123728000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vong",
"VONV","Vanguard Scottsdale Funds Vanguard Russell 1000 Value ETF","75.15","172845000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vonv",
"VTWO","Vanguard Scottsdale Funds Vanguard Russell 2000 ETF","78.85","228665000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vtwo",
"VTWG","Vanguard Scottsdale Funds Vanguard Russell 2000 Growth ETF","82.5","49500000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vtwg",
"VTWV","Vanguard Scottsdale Funds Vanguard Russell 2000 Value ETF","75.328","37664000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vtwv",
"VTHR","Vanguard Scottsdale Funds Vanguard Russell 3000 ETF","76.48","61184000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vthr",
"VGSH","Vanguard Short Term Government Bond ETF","60.9","249690000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vgsh",
"VCSH","Vanguard Short-Term Corporate Bond ETF","80.18","6213950000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vcsh",
"VXUS","Vanguard STAR Funds Vanguard Total International Stock ETF","49.05","1643175000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vxus",
"VSTM","Verastem, Inc.","9.48","201822744.12","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vstm",
"VRNM","Verenium Corporation","2.27","29021709.38","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/vrnm",
"VRTA","Vestin Realty Mortgage I, Inc.","2.13","13506029.67","n/a","1999","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/vrta",
"VIAS","Viasystems Group, Inc.","12.73","263585648.72","n/a","1995","Technology","Electrical Products","http://www.nasdaq.com/symbol/vias",
"VIDE","Video Display Corporation","4.0421","30584994.281","n/a","1985","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/vide",
"VIMC","Vimicro International Corporation","1.3499","31290294.5787","23179713","2005","Technology","Semiconductors","http://www.nasdaq.com/symbol/vimc",
"VIRC","Virco Manufacturing Corporation","2.06","29973764.26","n/a","n/a","Consumer Durables","Industrial Specialties","http://www.nasdaq.com/symbol/virc",
"VTSS","Vitesse Semiconductor Corporation","2.37","89249675.67","n/a","1991","Technology","Semiconductors","http://www.nasdaq.com/symbol/vtss",
"VSBN","VSB Bancorp, Inc. (NY)","10.75","19192071.75","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/vsbn",
"WAYN","Wayne Savings Bancshares Inc.","10.1","29783657.7","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/wayn",
"WSTG","Wayside Technology Group, Inc.","11.66","55058170.2","n/a","n/a","Technology","Retail: Computer Software & Peripheral Equipment","http://www.nasdaq.com/symbol/wstg",
"WLB","Westmoreland Coal Company","12.07","174565440.78","n/a","n/a","Energy","Coal Mining","http://www.nasdaq.com/symbol/wlb",
